Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Jeans Pria ZG BOSS Slim Fit Jeans BLUE BLACK Melar Ngaret BIRU - Regular STANDAR #Celanapriaboss #celanaboss #jeanszegoboss,Entertainment,jeans pria zg boss slim fit jeans blue black melar ngaret biru regular standar celanapriaboss celanaboss jeanszegoboss,jeans zg boss slim jeans blue black ngaret celanapriaboss celanaboss jeanszegoboss,jeans zg boss slim jeans blue black ngaret celanapriaboss celanaboss jeanszegoboss,18.0,11.0,7.0,38.9
Celana Panjang Jeans Mc Wiscer Original Slimpit,Entertainment,celana panjang jeans mc wiscer original slimpit,celana jeans mc wiscer slimpit,celana jeans mc wiscer slimpit,7.0,5.0,2.0,28.6
Celana Panjang Jalanan Bom hiphop jalan raya di jalan pasang gaya getaran pria gaya desain,Entertainment,celana panjang jalanan bom hiphop jalan raya di jalan pasang gaya getaran pria gaya desain,celana bom hiphop jalan jalan getaran desain,celana bom hiphop jalan jalan getar desain,15.0,7.0,8.0,53.3
HILLBOSS Celana Jeans Pendek Denim Pria Non Stretch Ice Blue - Sydney NS005,Entertainment,hillboss celana jeans pendek denim pria non stretch ice blue sydney ns,hillboss celana jeans denim non stretch ice blue sydney ns,hillboss celana jeans denim non stretch ice blue sydney ns,13.0,10.0,3.0,23.1
promo cuci gudang Celana panjang jeans pria lois terlaris termurah bisa bayar ditempat [ COD ]/jeans.id/floral_store/tolan_store/bsclothing,Entertainment,promo cuci gudang celana panjang jeans pria lois terlaris termurah bisa bayar ditempat cod jeansidfloralstoretolanstorebsclothing,celana jeans lois jeansidfloralstoretolanstorebsclothing,celana jeans lois jeansidfloralstoretolanstorebsclothing,16.0,4.0,12.0,75.0
HILLBOSS Celana Jeans Panjang Pria Super Skinny Fit Stretch Brown - SSF001,Entertainment,hillboss celana jeans panjang pria super skinny fit stretch brown ssf,hillboss celana jeans skinny stretch brown ssf,hillboss celana jeans skinny stretch brown ssf,12.0,7.0,5.0,41.7
PAKET 2 PCS - Celana Jeans Pria Panjang Slimfit Melar Celana Jeans Pria Skinny,Entertainment,paket pcs celana jeans pria panjang slimfit melar celana jeans pria skinny,celana jeans slimfit celana jeans skinny,celana jeans slimfit celana jeans skinny,14.0,6.0,8.0,57.1
Celana Panjang Ovss Denim Carrot-Fit (3 Warna),Entertainment,celana panjang ovss denim carrotfit warna,celana ovss denim carrotfit,celana ovss denim carrotfit,7.0,4.0,3.0,42.9
Code Male - Olimpico Celana Jeans Panjang Pria / Denim Pants Warna Stone,Entertainment,code male olimpico celana jeans panjang pria denim pants warna stone,code male olimpico celana jeans denim pants stone,code male olimpico celana jeans denim pants stone,13.0,8.0,5.0,38.5
HILLBOSS Kemeja Jeans Lengan Pendek Pria Biru Jamie - Casual Denim Shirt Two Tone Medium Blue - DS005,Entertainment,hillboss kemeja jeans lengan pendek pria biru jamie casual denim shirt two tone medium blue ds,hillboss kemeja jeans lengan jamie casual denim shirt two tone blue ds,hillboss kemeja jeans lengan jamie casual denim shirt two tone blue ds,18.0,12.0,6.0,33.3
Celana Jeans Sobek Pria Jumbo Black Viper Black Baron 34-39 Original Slimfit Strech Terbaru Korean Style,Entertainment,celana jeans sobek pria jumbo black viper black baron original slimfit strech terbaru korean style,celana jeans sobek black viper black baron slimfit strech korean style,celana jeans sobek black viper black baron slimfit strech korean style,16.0,11.0,5.0,31.2
ZEE Louis - Celana zee louis Slim Fit ASLI Original - JEANS PRIA,Entertainment,zee louis celana zee louis slim fit asli original jeans pria,zee louis celana zee louis slim jeans,zee louis celana zee louis slim jeans,13.0,7.0,6.0,46.2
Celana Lecaso Original // Jeans Pria Terlaris // Jeans Pria murah kualitas Import,Entertainment,celana lecaso original jeans pria terlaris jeans pria murah kualitas import,celana lecaso jeans jeans,celana lecaso jeans jeans,13.0,4.0,9.0,69.2
Celana Jeans Pria Celana Jeans Panjang Putih Strech Celana Denim Slimfit,Entertainment,celana jeans pria celana jeans panjang putih strech celana denim slimfit,celana jeans celana jeans strech celana denim slimfit,celana jeans celana jeans strech celana denim slimfit,11.0,8.0,3.0,27.3
Celana Pria Jeans Premium Panjang 100cm Cream Slimfit / Celana Soft Jeans Naomi Carbone,Entertainment,celana pria jeans premium panjang cm cream slimfit celana soft jeans naomi carbone,celana jeans cream slimfit celana soft jeans naomi carbone,celana jeans cream slimfit celana soft jeans naomi carbone,14.0,9.0,5.0,35.7
KBCollections Celana Panjang skinny jeans Abu Whisker Pria J-006,Entertainment,kbcollections celana panjang skinny jeans abu whisker pria j,kbcollections celana skinny jeans abu whisker,kbcollections celana skinny jeans abu whisker,9.0,6.0,3.0,33.3
Celana Jeans Panjang Slimfit Pria l Clana Denim Casual Standart Laki Laki Celana Panjang Pria,Entertainment,celana jeans panjang slimfit pria l clana denim casual standart laki laki celana panjang pria,celana jeans slimfit clana denim casual standart celana,celana jeans slimfit clana denim casual standart celana,15.0,8.0,7.0,46.7
Celana jeans panjang pria Korean style celana jeans remaja celana kulot jeans celana pinggang karet loose jeans celana jeans gombrong celana pria jeans,Entertainment,celana jeans panjang pria korean style celana jeans remaja celana kulot jeans celana pinggang karet loose jeans celana jeans gombrong celana pria jeans,celana jeans korean style celana jeans celana kulot jeans celana pinggang loose jeans celana jeans gombrong celana jeans,celana jeans korean style celana jeans celana kulot jeans celana pinggang loose jeans celana jeans gombrong celana jeans,23.0,18.0,5.0,21.7
LOD.DENIM - Celana Panjang Jeans Biker Ripped Denim Skinnyfit Slimfit Stretch Premium High Quality - BLACKWIDOW,Entertainment,loddenim celana panjang jeans biker ripped denim skinnyfit slimfit stretch premium high quality blackwidow,loddenim celana jeans biker ripped denim skinnyfit slimfit stretch high quality blackwidow,loddenim celana jeans biker ripped denim skinnyfit slimfit stretch high quality blackwidow,16.0,12.0,4.0,25.0
MC WISCER Celana Pendek Pria Jeans Denim Polos Model Skinny Distro Dewasa Kualitas Tinggi Tahan Lama,Entertainment,mc wiscer celana pendek pria jeans denim polos model skinny distro dewasa kualitas tinggi tahan lama,mc wiscer celana jeans denim skinny tahan,mc wiscer celana jeans denim skinny tahan,16.0,7.0,9.0,56.2
Celana Pendek Jeans Jumbo pria real Bigsize 39-52,Entertainment,celana pendek jeans jumbo pria real bigsize,celana jeans bigsize,celana jeans bigsize,8.0,3.0,5.0,62.5
Celana Jeans Pria ZG BOSS Warna MASON -Regular Fit #JinsPriaKualitasTinggi #JeansBerkualitas#boss,Entertainment,celana jeans pria zg boss warna mason regular fit jinspriakualitastinggi jeansberkualitasboss,celana jeans zg boss mason jinspriakualitastinggi jeansberkualitasboss,celana jeans zg boss mason jinspriakualitastinggi jeansberkualitasboss,11.0,7.0,4.0,36.4
LA J-005 Black Washed Brown Whisker Soft Skinny Jeans Stretch - Celana Pria Panjang Pensil Hitam Jazz Fading Elegant Slim-fitting,Entertainment,la j black washed brown whisker soft skinny jeans stretch celana pria panjang pensil hitam jazz fading elegant slimfitting,la black washed brown whisker soft skinny jeans stretch celana pensil jazz fading elegant slimfitting,la black washed brown whisker soft skinny jeans stretch celana pensil jazz fading elegant slimfitting,20.0,15.0,5.0,25.0
CELANA PANJANG PRIA / CELANA PANJANG STANDAR PRIA / CELANA PANJANG REGULER PRIA 27 sampai 38,Entertainment,celana panjang pria celana panjang standar pria celana panjang reguler pria sampai,celana celana celana,celana celana celana,16.0,3.0,13.0,81.2
Hugo ghost Oryginal //Altissimo//celana premium//Sofjeans Streets Hitam pekat slim-fit melar/ celana panjang pria/ bahan tebal size 28-33,Entertainment,hugo ghost oryginal altissimocelana premiumsofjeans streets hitam pekat slimfit melar celana panjang pria bahan tebal size,hugo ghost oryginal altissimocelana premiumsofjeans streets pekat slimfit celana,hugo ghost oryginal altissimocelana premiumsofjeans streets pekat slimfit celana,17.0,9.0,8.0,47.1
CELANA PANJANG JEANS MC WISCER ORIGINAL MODEL SOBEK TERBARU//TAMPIL KEREN//RAPI,Entertainment,celana panjang jeans mc wiscer original model sobek terbarutampil kerenrapi,celana jeans mc wiscer sobek terbarutampil kerenrapi,celana jeans mc wiscer sobek terbarutampil kerenrapi,10.0,7.0,3.0,30.0
Celana Jeans Panjang Stretch Slimfit 28-38 Warna Beragam,Entertainment,celana jeans panjang stretch slimfit warna beragam,celana jeans stretch slimfit,celana jeans stretch slimfit,8.0,4.0,4.0,50.0
Celana Panjang Jeans Pria Cheapmonday Stretch / Pensil,Entertainment,celana panjang jeans pria cheapmonday stretch pensil,celana jeans cheapmonday stretch pensil,celana jeans cheapmonday stretch pensil,8.0,5.0,3.0,37.5
Celana Jeans Pria Panjang Skinny Slim Fit Panjang Melar Promo Awal Tahun,Entertainment,celana jeans pria panjang skinny slim fit panjang melar promo awal tahun,celana jeans skinny slim,celana jeans skinny slim,12.0,4.0,8.0,66.7
JAKET JEANS DENIM HITAM FULL Bahan tebal jahitan rapih DISTRO CASUAL,Entertainment,jaket jeans denim hitam full bahan tebal jahitan rapih distro casual,jaket jeans denim jahitan rapih casual,jaket jeans denim jahit rapih casual,11.0,6.0,5.0,45.5
Celana jeans pria panjang/ celana jeans pria skinny/ celana jeans pull & bear,Entertainment,celana jeans pria panjang celana jeans pria skinny celana jeans pull bear,celana jeans celana jeans skinny celana jeans pull bear,celana jeans celana jeans skinny celana jeans pull bear,13.0,9.0,4.0,30.8
CELANA JEANS PRIA 27 38 Bahan Bagus Ufc Venum Mma Pantai Gym Lari Fitnes Distro,Entertainment,celana jeans pria bahan bagus ufc venum mma pantai gym lari fitnes distro,celana jeans bagus ufc venum mma gym lari fitnes,celana jeans bagus ufc venum mma gym lari fitnes,15.0,9.0,6.0,40.0
"SSME FASHION CELANA JEANS LONGGAR LEBAR MODEL UNTUK PRIA DAN WANITA UNISEX , CELANA PANJANG BERGARIS KASUAL LONGGAR",Entertainment,ssme fashion celana jeans longgar lebar model untuk pria dan wanita unisex celana panjang bergaris kasual longgar,ssme celana jeans unisex celana bergaris kasual,ssme celana jeans unisex celana gar kasual,18.0,7.0,11.0,61.1
Celana Jeans Panjang Pria Celana Arman Cowok Terkini,Entertainment,celana jeans panjang pria celana arman cowok terkini,celana jeans celana arman terkini,celana jeans celana arman kini,8.0,5.0,3.0,37.5
"HARGA PROMO=CELANA JEANS PRIA PANJANG//CELANA JEAN PANJANG,MODEL PENSIL,SKIINY,PENCIL,NGARET,STREET,CELANA JEAN GARMEN",Entertainment,harga promocelana jeans pria panjangcelana jean panjangmodel pensilskiinypencilngaretstreetcelana jean garmen,promocelana jeans panjangcelana jean panjangmodel pensilskiinypencilngaretstreetcelana jean garmen,promocelana jeans panjangcelana jean panjangmodel pensilskiinypencilngaretstreetcelana jean garmen,10.0,8.0,2.0,20.0
Celana jeans standar pria/celana jeans standar/celana jeans standar reguler pria/celana jeans standar pria original 100%/celana jeans standar pria/celana jeans standart/celana jeans standard pria/celana jeans standar reguler tidak melar/,Entertainment,celana jeans standar priacelana jeans standarcelana jeans standar reguler priacelana jeans standar pria original celana jeans standar priacelana jeans standartcelana jeans standard priacelana jeans standar reguler tidak melar,celana jeans priacelana jeans standarcelana jeans priacelana jeans celana jeans priacelana jeans standartcelana jeans standard priacelana jeans,celana jeans priacelana jeans standarcelana jeans priacelana jeans celana jeans priacelana jeans standartcelana jeans standard priacelana jeans,28.0,17.0,11.0,39.3
CELANA JEANS PENDEK JUMBO PRIA BAHAN MELAR/STREACH,Entertainment,celana jeans pendek jumbo pria bahan melarstreach,celana jeans melarstreach,celana jeans melarstreach,7.0,3.0,4.0,57.1
Celana Panjang Pria Werco Denim - Celana Panjang Jeans Pria Slimfit Premium - Celana Jeans Pria Strecht Polos Garment - Celana Jeans Kasual Pria Model Distro Terbaru,Entertainment,celana panjang pria werco denim celana panjang jeans pria slimfit premium celana jeans pria strecht polos garment celana jeans kasual pria model distro terbaru,celana werco denim celana jeans slimfit celana jeans strecht garment celana jeans kasual,celana werco denim celana jeans slimfit celana jeans strecht garment celana jeans kasual,27.0,13.0,14.0,51.9
Jacket jeans polos pria dan wanita Bayar di tempat M_M_STORE,Entertainment,jacket jeans polos pria dan wanita bayar di tempat mmstore,jacket jeans mmstore,jacket jeans mmstore,10.0,3.0,7.0,70.0
LGIS JENAS CELANA PANJANG PRIA / CELANA PANJANG PRIA BERKUALITAS TERBAIK,Entertainment,lgis jenas celana panjang pria celana panjang pria berkualitas terbaik,lgis jenas celana celana terbaik,lgis jenas celana celana baik,11.0,5.0,6.0,54.5
CELANA JEANS PRIA/SKINNY JEANS STREET MELAR ELASTIS NYAMAN DIPAKAI/BAHAN SOFJEANS DENIM UK 27 SAMPAI 38/BISA COD CEK DULU,Entertainment,celana jeans priaskinny jeans street melar elastis nyaman dipakaibahan sofjeans denim uk sampai bisa cod cek dulu,celana jeans priaskinny jeans street dipakaibahan sofjeans denim uk cek,celana jeans priaskinny jeans street dipakaibahan sofjeans denim uk cek,18.0,10.0,8.0,44.4
Jaket Lois Original MJF001...164 Denim Biru S-XL,Entertainment,jaket lois original mjf denim biru sxl,jaket lois mjf denim sxl,jaket lois mjf denim sxl,7.0,5.0,2.0,28.6
celana pendek pria l celana cargo loreng pendek pria original l celana pendek pria l celana pendek pria distro Original l celana loreng tni original,Entertainment,celana pendek pria l celana cargo loreng pendek pria original l celana pendek pria l celana pendek pria distro original l celana loreng tni original,celana celana cargo loreng celana celana celana loreng tni,celana celana cargo loreng celana celana celana loreng tni,25.0,9.0,16.0,64.0
[COD] GOLD COWS Celana Jeans Denim Standar Reguler Original Bio Stone Tink Blue,Entertainment,cod gold cows celana jeans denim standar reguler original bio stone tink blue,gold cows celana jeans denim bio stone tink blue,gold cows celana jeans denim bio stone tink blue,13.0,9.0,4.0,30.8
celana panjang jeans pria terbaru/celana pria jeans import/celana jeans pria slim fit keren/celana slim hitam Dewasa/celana pria denim laki laki/celana denim distro terlaris Standar Tebal jalan regular fit,Entertainment,celana panjang jeans pria terbarucelana pria jeans importcelana jeans pria slim fit kerencelana slim hitam dewasacelana pria denim laki lakicelana denim distro terlaris standar tebal jalan regular fit,celana jeans terbarucelana jeans importcelana jeans slim kerencelana slim dewasacelana denim lakicelana denim jalan,celana jeans terbarucelana jeans importcelana jeans slim kerencelana slim dewasacelana denim lakicelana denim jalan,28.0,14.0,14.0,50.0
JACKET JEANS CASUAL PRIA NEW MODEL EMBLEM BODIRAN KOREA STYLE,Entertainment,jacket jeans casual pria new model emblem bodiran korea style,jacket jeans casual emblem bodiran korea style,jacket jeans casual emblem bodiran korea style,10.0,7.0,3.0,30.0
(5-15 Tahun) Junior Premium Celana Skena Jeans Panjang Import/Celana Cowok,Entertainment,tahun junior premium celana skena jeans panjang importcelana cowok,celana skena jeans importcelana,celana skena jeans importcelana,10.0,4.0,6.0,60.0
JoyStore - PROMO Tahun 2023 Celana Pendek Pria Dewasa Terlaris,Entertainment,joystore promo tahun celana pendek pria dewasa terlaris,joystore celana,joystore celana,10.0,2.0,8.0,80.0
celana jeans panjang pria original / celana pria / jeans lois panjang pria terbaru/ jeans panjang,Entertainment,celana jeans panjang pria original celana pria jeans lois panjang pria terbaru jeans panjang,celana jeans celana jeans lois jeans,celana jeans celana jeans lois jeans,16.0,6.0,10.0,62.5
CELANA TERBARU JEANS PRIA PANJANG NAOMI SOFT JEANS LEMBUT DAN STREECT/MELAR BISA COD 27-32,Entertainment,celana terbaru jeans pria panjang naomi soft jeans lembut dan streectmelar bisa cod,celana jeans naomi soft jeans streectmelar,celana jeans naomi soft jeans streectmelar,14.0,6.0,8.0,57.1
HILLBOSS Jaket Denim Jeans Pria Regular Fit Non Stretch Washed Black - Benza JCKT006,Entertainment,hillboss jaket denim jeans pria regular fit non stretch washed black benza jckt,hillboss jaket denim jeans non stretch washed black benza jckt,hillboss jaket denim jeans non stretch washed black benza jckt,14.0,10.0,4.0,28.6
SALE BAJU ALL NEW,Entertainment,sale baju all new,baju,baju,4.0,1.0,3.0,75.0
