Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Amikom Resource Center,Entertainment,amikom resource center,amikom resource center,amikom resource center,3.0,3.0,0.0,0.0
Cinema kocomoto,Entertainment,cinema kocomoto,cinema kocomoto,cinema kocomoto,2.0,2.0,0.0,0.0
Oemah Cinema,Entertainment,oemah cinema,oemah cinema,oemah cinema,2.0,2.0,0.0,0.0
Pitu Cinema,Entertainment,pitu cinema,pitu cinema,pitu cinema,2.0,2.0,0.0,0.0
Villa Verde Jogja,Entertainment,villa verde jogja,villa verde jogja,villa verde jogja,3.0,3.0,0.0,0.0
CV. Jaya Lestari Cinema,Entertainment,cv jaya lestari cinema,cv cinema,cv cinema,4.0,2.0,2.0,50.0
Djampi Jawi,Entertainment,djampi jawi,djampi jawi,djampi jawi,2.0,2.0,0.0,0.0
Asmara cinema,Entertainment,asmara cinema,asmara cinema,asmara cinema,2.0,2.0,0.0,0.0
Obertography Photo Cinema,Entertainment,obertography photo cinema,obertography photo cinema,obertography photo cinema,3.0,3.0,0.0,0.0
MACPRO CINEMA,Entertainment,macpro cinema,macpro cinema,macpro cinema,2.0,2.0,0.0,0.0
Cinema Guppy,Entertainment,cinema guppy,cinema guppy,cinema guppy,2.0,2.0,0.0,0.0
Tickle Hotel,Entertainment,tickle hotel,tickle hotel,tickle hotel,2.0,2.0,0.0,0.0
Creator Photo Cinema,Entertainment,creator photo cinema,creator photo cinema,creator photo cinema,3.0,3.0,0.0,0.0
Tirai Cinema,Entertainment,tirai cinema,tirai cinema,tirai cinema,2.0,2.0,0.0,0.0
Cahyadi Photo & Cinema,Entertainment,cahyadi photo cinema,cahyadi photo cinema,cahyadi photo cinema,4.0,3.0,1.0,25.0
Routine Photo Cinema,Entertainment,routine photo cinema,routine photo cinema,routine photo cinema,3.0,3.0,0.0,0.0
MINION CINEMA,Entertainment,minion cinema,minion cinema,minion cinema,2.0,2.0,0.0,0.0
HOC PICTURES (HOUSE OF CINEMA),Entertainment,hoc pictures house of cinema,hoc pictures house of cinema,hoc pictures house of cinema,5.0,5.0,0.0,0.0
Cinema 6D Taman Kyai Langgeng,Entertainment,cinema d taman kyai langgeng,cinema kyai,cinema kyai,5.0,2.0,3.0,60.0
SUGAR EXECUTIVE CLUB AND KARAOKE,Entertainment,sugar executive club and karaoke,sugar executive club and karaoke,sugar executive club and karaoke,5.0,5.0,0.0,0.0
KANJENG MAMI Karaoke Live,Entertainment,kanjeng mami karaoke live,kanjeng mami karaoke,kanjeng mami karaoke,4.0,3.0,1.0,25.0
